date,isu,acr,ivol1m
06-01-1999,0.024944876,0.000367781,-0.037691084
07-01-1999,-0.014538059,0.019959987,0.048993942
08-01-1999,-0.013678656,0.033548796,-0.015464075
09-01-1999,0.015121907,0.030413979,-0.034200136
10-01-1999,0.042683544,0.010783355,-0.008948967
11-01-1999,-0.009063532,0.025648571,-0.208889667
12-01-1999,0.006872347,0.083799551,-0.219325408
01-01-2000,0.002262861,-0.008167157,-7.63E-05
02-01-2000,0.039728599,0.046916744,-0.282445398
03-01-2000,0.025559257,0.002000855,0.319483134
04-01-2000,-0.039783495,-0.051192793,0.196015667
05-01-2000,-0.009011843,-0.039727721,0.182504378
06-01-2000,0.054637924,0.043851493,-0.224972044
07-01-2000,0.017788327,-0.027543529,0.119397504
08-01-2000,0.021106617,0.004497057,-0.081378035
09-01-2000,-0.033883907,-0.083929998,0.111727838
10-01-2000,-0.044341,-0.006058287,0.136731342
11-01-2000,-0.051500448,-0.072611486,0.34982548
12-01-2000,-0.006200254,-0.071509086,0.005422821
01-01-2001,0.076116381,0.082761393,-0.248180278
02-01-2001,-0.071597627,-0.05019796,0.282711707
03-01-2001,-0.007202997,-0.016019761,0.222371199
04-01-2001,0.026224391,0.025056533,-0.205844138
05-01-2001,0.000284553,-0.00335181,0.045806482
06-01-2001,-0.009107586,0.00694753,-0.02471972
07-01-2001,-0.009238001,-0.01540457,0.153133116
08-01-2001,-0.037668117,-0.015836173,0.144748114
09-01-2001,0.02811909,-0.010029832,0.214802491
10-01-2001,0.006361964,-0.009353366,-0.130326824
11-01-2001,0.004396009,0.013202755,-0.097591192
12-01-2001,0.011733598,0.002830421,-0.046537693
01-01-2002,-0.04024459,0.000987659,0.056945824
02-01-2002,-0.028840364,0.001144209,0.189026043
03-01-2002,0.028938858,-0.018197582,-0.107156599
04-01-2002,-0.031337409,-0.014271453,0.102479758
05-01-2002,0.004178102,-0.006025163,0.047525247
06-01-2002,0.002880467,-0.003084207,0.141098112
07-01-2002,-0.019207297,0.002389625,0.07423935
08-01-2002,0.020428157,-0.008644643,-0.057426256
09-01-2002,0.013558606,0.010799023,0.0937404
10-01-2002,0.059948125,-0.000953978,-0.074376241
11-01-2002,-0.000550192,0.0174376,-0.244376356
12-01-2002,-0.014978012,0.000465017,0.090150851
01-01-2003,0.017464698,0.005029087,-0.051587381
02-01-2003,0.00491099,-0.000678804,0.026819396
03-01-2003,0.015605305,0.004071747,-0.007616398
04-01-2003,-0.002363896,-0.023173131,-0.127903898
05-01-2003,-0.015552904,-0.005070988,-0.158020236
06-01-2003,0.008672345,-0.001173364,-0.057091892
07-01-2003,0.013184918,-0.009294392,-0.058928415
08-01-2003,-0.006800733,0.006003525,-0.057206487
09-01-2003,-0.008958744,-0.003436741,-0.013675469
10-01-2003,0.018046763,-0.006176297,-0.055840055
11-01-2003,0.008860802,-0.000652366,-0.005438571
12-01-2003,0.020460431,0.007171256,0.027243785
01-01-2004,-0.001847882,0.013952428,-0.052899381
02-01-2004,-0.001370768,-0.010574895,0.015898964
03-01-2004,0.007679935,-0.002255548,-0.009561813
04-01-2004,0.002969773,0.002305127,0.071737532
05-01-2004,0.009989618,0.004951486,-0.062851877
06-01-2004,-0.005402073,0.014941528,-0.005944216
07-01-2004,-0.003943127,-0.005110338,0.090371929
08-01-2004,0.010480674,-0.023425751,0.042453906
09-01-2004,0.015916708,0.011551262,-0.055966858
10-01-2004,-0.012393136,0.013826129,-0.002832531
11-01-2004,-0.003136017,0.01487875,-0.071306194
12-01-2004,-0.003129711,-0.00104192,-0.013998667
01-01-2005,-0.004864228,-0.008816142,0.066565324
02-01-2005,0.003620049,-0.004091832,0.00527831
03-01-2005,-0.008566471,0.012928296,0.022599776
04-01-2005,0.011550329,-0.008625794,0.019336575
05-01-2005,0.009893187,0.008878423,-0.060541137
06-01-2005,0.017574832,-0.013858967,-0.03652532
07-01-2005,0.02122775,0.011760514,-0.024096941
08-01-2005,0.017858628,-0.002368599,-0.003202803
09-01-2005,0.017120491,0.010153054,0.001449357
10-01-2005,0.003652549,-0.013919678,0.026239209
11-01-2005,0.0040495,-0.001205078,-0.013976465
12-01-2005,0.010679037,0.000637196,-0.026418046
01-01-2006,0.029143688,0.017654205,-0.078299159
02-01-2006,-0.010977624,-0.011244556,0.033010707
03-01-2006,0.009848228,0.001097339,-0.045895995
04-01-2006,0.020929416,-0.000871195,0.012546235
05-01-2006,-0.032678212,-0.003364856,0.05372476
06-01-2006,-0.002832182,-0.000833092,0.019129508
07-01-2006,-0.003416534,-0.015004089,0.065400593
08-01-2006,-0.011078668,0.001188548,-0.017186998
09-01-2006,-0.014064347,-0.005244007,0.012547446
10-01-2006,0.004942086,0.004628717,-0.023838038
11-01-2006,0.027374399,0.011209422,-0.035915444
12-01-2006,-0.016573963,-0.0139494,0.027914922
01-01-2007,0.007341389,0.011073565,-0.002479286
02-01-2007,0.012261546,-0.001492087,-0.00440779
03-01-2007,0.018871666,0.01711706,0.010463325
04-01-2007,-0.012587026,0.001833732,0.016192566
05-01-2007,0.019704791,0.016255328,-0.014688592
06-01-2007,0.002355581,0.00170692,-0.005450089
07-01-2007,0.034618384,0.013645895,0.00104377
08-01-2007,-0.006950521,-0.005836141,0.03317478
09-01-2007,0.050351222,0.002459385,0.004253872
10-01-2007,0.048460228,0.032359843,-0.026151694
11-01-2007,-0.014701994,-0.000783478,0.056458417
12-01-2007,0.01566068,0.017182854,-0.0152966
01-01-2008,-0.014510452,-0.015289791,0.013741346
02-01-2008,0.053922393,0.018054352,0.070370781
03-01-2008,-0.001254146,-0.003222181,0.043040319
04-01-2008,0.026665513,0.014729292,-0.044609807
05-01-2008,0.031637201,0.021939223,-0.020288495
06-01-2008,0.040879926,0.024728276,-0.01314331
07-01-2008,-0.053548939,-0.02124831,0.033277976
08-01-2008,-0.043385555,0.010625056,0.022180645
09-01-2008,-0.057861661,-0.050467704,0.176003738
10-01-2008,-0.042296715,0.004025844,0.118115741
11-01-2008,0.018934669,-0.011845596,0.059655182
12-01-2008,0.019547212,0.012053161,0.017830993
01-01-2009,0.006656443,0.03550222,0.043696687
02-01-2009,0.032012996,0.027847631,0.071432062
03-01-2009,0.019783613,-0.013811009,-0.19695556
04-01-2009,-0.000212872,0.006339202,-0.291651656
05-01-2009,0.105196361,-0.00860062,-0.080341268
06-01-2009,-0.009349667,-0.011320118,0.024013818
07-01-2009,0.021384883,0.01707863,-0.048740855
08-01-2009,0.000443734,-0.0182927,-0.139865405
09-01-2009,0.024315194,0.008851644,-0.034900666
10-01-2009,-0.043454914,0.016839011,0.130352239
11-01-2009,0.025556157,-0.003406215,-0.001564378
12-01-2009,0.027954098,-0.001222146,-0.025780049
01-01-2010,-0.024606168,-0.018485238,0.013735919
02-01-2010,0.017143604,0.001386355,-0.034443962
03-01-2010,0.02329625,-0.00981317,-0.032272719
04-01-2010,-0.004219305,0.013215184,-0.028287261
05-01-2010,-0.005012826,0.004799551,0.025683746
06-01-2010,0.010208693,-0.009200778,0.066106504
07-01-2010,-0.010781931,0.010543215,-0.048884175
08-01-2010,0.009802887,0.004938755,0.005004655
09-01-2010,0.013583768,0.015415408,-0.035323506
10-01-2010,-0.003286372,0.012428734,-0.005708739
11-01-2010,0.021360799,0.003838597,-0.041541792
12-01-2010,0.039926366,-0.009358072,-0.001286539
01-01-2011,-0.024411672,0.012858977,0.031449725
02-01-2011,8.16E-05,-0.009155891,-0.006199077
03-01-2011,0.003232323,0.009056889,0.000695338
04-01-2011,-0.026649968,0.009717672,0.005512723
05-01-2011,-0.012767741,0.005175315,0.014487832
06-01-2011,-0.003375164,-0.001366602,0.020911169
07-01-2011,0.020209875,-0.004534114,-0.019084738
08-01-2011,-0.017991987,0.025195001,0.071208262
09-01-2011,-0.038364578,0.034905434,0.118121147
10-01-2011,0.035451983,-0.022859218,-0.054044737
11-01-2011,-0.024418883,0.009680414,0.046592413
12-01-2011,-0.016359774,-0.001909265,0.041542021
01-01-2012,0.065973144,-0.026304999,-0.087488586
02-01-2012,0.040975757,0.003695317,-0.032011163
03-01-2012,0.023737088,0.006542108,0.018264765
04-01-2012,-0.003648104,0.007724584,0.067037422
05-01-2012,-0.004439941,0.022895375,0.054173734
06-01-2012,-0.002235248,0.000782623,0.027761241
07-01-2012,0.008946575,0.012108882,0.062050969
08-01-2012,0.036447446,-0.005357965,-0.032598038
09-01-2012,0.000744382,-0.008054192,-0.012087224
10-01-2012,0.01292471,-0.013956726,0.027880835
11-01-2012,-0.003243548,-0.005355557,-0.017775774
12-01-2012,0.018867663,-0.019693754,-0.010184232
01-01-2013,-0.008526506,-0.019712058,-0.023300315
02-01-2013,-0.008564189,-0.005601425,0.029401959
03-01-2013,0.001463399,0.011146481,-0.007732283
04-01-2013,0.021030331,0.006194279,0.003406808
05-01-2013,0.025801169,-0.012070769,-0.036588713
06-01-2013,-0.001365444,-0.001537193,0.017657592
07-01-2013,0.023396668,0.005508668,-0.025169188
08-01-2013,0.00920646,0.009396569,-0.048710049
09-01-2013,0.01840427,-0.001816669,-0.004555512
10-01-2013,-0.001018265,0.005480581,0.044022289
11-01-2013,0.013338317,0.00440982,0.005767894
12-01-2013,-0.001346653,-0.00753601,-0.004958884
01-01-2014,0.027060789,0.003530956,-0.035896474
02-01-2014,0.015443478,0.004104706,-0.039083196
03-01-2014,-0.028781686,-0.004130341,0.055998576
04-01-2014,-0.00922235,0.008898859,0.066847901
05-01-2014,0.010389667,0.007484939,-0.002148456
